meanFix,minFix,maxFix,varFix,stdFix,meanDis,minDis,maxDis,varDis,stdDisp,freqDisPerSec,number_of_blinks,blinkMean,blinkMin,blinkMax,blinkRate,xDir,yDir,fixDensPerBB,label,duration,participant_id
264.41379310344826,100,1067,43777.46551724139,209.23065147640628,0.060758149345114795,0.02862594150086335,0.17493104834022127,0.0016500072934726862,0.04062028179952333,2.9,25,1016.0,33,3200,2.5,0.5,0.5357142857142857,222.21956154739527,Inspection,10,10
280.1,100,700,21673.19655172414,147.21819368449044,0.05264245795090143,0.028862809805754137,0.08940027451486994,0.0005374162612738524,0.023182240212581966,3.0,18,1000.0,433,1667,1.8,0.5172413793103449,0.6551724137931034,224.64103440978286,Inspection,10,10
283.35714285714283,100,800,27093.126984126982,164.59989970873914,0.07561473728211844,0.02909072729484379,0.28957807285332743,0.0031216928222036365,0.05587211130970116,2.8,24,711.375,34,2100,2.4,0.4074074074074074,0.6666666666666666,311.54712442721825,Inspection,10,10
253.74193548387098,100,667,21920.131182795696,148.05448720925583,0.052014344603679256,0.027927388362030743,0.2569707617312018,0.0023749387946580204,0.04873334376644004,3.1,20,976.65,434,2834,2.0,0.4666666666666667,0.43333333333333335,231.95131383224964,Inspection,10,10
270.2142857142857,100,900,31864.4708994709,178.5062208985191,0.07025916882289007,0.012099432404087344,0.17642403363815287,0.0020971760231539255,0.045794934470462186,2.8,19,1035.0526315789473,333,2134,1.9,0.4074074074074074,0.5555555555555556,202.3464088120514,Inspection,10,10
345.32,100,1500,90910.64333333336,301.513918971137,0.07404452533693441,0.021862535319004794,0.26233092800311014,0.003220720759883137,0.0567513943430744,2.5,17,849.0588235294117,34,3200,1.7,0.4583333333333333,0.5833333333333334,200.9576127012433,Inspection,10,10
296.62068965517244,100,567,14447.100985221676,120.19609388504135,0.07468684364969094,0.024405288059301353,0.5558444161908992,0.013805955609263027,0.11749874726678164,2.9,15,886.5333333333333,233,2200,1.5,0.8571428571428571,0.39285714285714285,86.5049322726039,Reading,10,10
297.6896551724138,100,800,25949.364532019707,161.0880645237868,0.0704495568352085,0.004611606113357191,0.38024097818400854,0.007371584485448472,0.08585793198912067,2.9,23,627.6086956521739,33,2067,2.3,0.7857142857142857,0.32142857142857145,100.25916912245049,Reading,10,10
276.7,100,767,27167.25172413793,164.824912328622,0.055885531186534707,0.028214555370915134,0.22749263474228748,0.002243764659614602,0.047368393044461644,3.0,22,959.1818181818181,334,1500,2.2,0.7931034482758621,0.4827586206896552,102.14917613783301,Reading,10,10
252.94117647058823,100,434,11529.935828877005,107.37753875404765,0.0667639773592441,0.002196191821087125,0.4994615174924833,0.00885845512500121,0.09411936636527686,3.4,13,1151.2307692307693,33,2867,1.3,0.8484848484848485,0.48484848484848486,123.42182526710744,Reading,10,10
272.1290322580645,100,567,18675.91612903226,136.65985558689962,0.07266678613226084,0.027973664103751964,0.4297132635338038,0.008791823059646403,0.0937647218288755,3.1,16,947.8125,33,3600,1.6,0.8,0.4,109.3421774403191,Reading,10,10
272.96774193548384,100,667,15433.232258064514,124.2305608860578,0.054118447260380266,0.02793858686787809,0.31769496161402566,0.0033316736719570554,0.05772065204029712,3.1,11,806.1818181818181,33,2034,1.1,0.8333333333333334,0.4,116.50605603421377,Reading,10,10
207.91176470588235,100,500,15031.234402852051,122.60193474351068,0.05371165716894748,0.028194026491018355,0.3248989862260417,0.0033088513815904036,0.057522616261696614,3.4,25,597.48,33,1833,2.5,0.3939393939393939,0.45454545454545453,191.2200859958458,Search,10,10
163.9189189189189,100,867,18060.854354354356,134.39067807833382,0.0779521938480348,0.02831978258180821,0.411557070863455,0.009850871614780349,0.09925155724108488,3.7,37,606.2432432432432,33,1700,3.7,0.3055555555555556,0.4166666666666667,97.61573936510634,Search,10,10
171.25,100,534,10062.992857142857,100.31446982934644,0.0849034890968318,0.013465522213390528,0.3787722886193982,0.008708808039034765,0.09332099463161955,3.6,46,594.1521739130435,33,1966,4.6,0.5428571428571428,0.5428571428571428,93.97046290391661,Search,10,10
223.24242424242425,100,600,18656.189393939396,136.58766193891523,0.05451991037329963,0.008232476340034722,0.20575199029481447,0.0018189893246913814,0.04264961107315495,3.3,26,751.3461538461538,33,2634,2.6,0.375,0.4375,199.68714422104583,Search,10,10
189.91666666666666,100,533,11885.392857142857,109.02014885856127,0.08759973308941803,0.02827014116175624,0.22622882012235393,0.004183764486032328,0.06468202598892778,3.6,42,840.5714285714286,33,2034,4.2,0.42857142857142855,0.45714285714285713,162.76874400874536,Search,10,10
169.87878787878788,100,367,5516.609848484848,74.27388402719255,0.06255503722387037,0.0060743275482160455,0.38512583298307074,0.005562827455002126,0.07458436468189647,3.3,44,768.9545454545455,33,1767,4.4,0.59375,0.4375,107.11872009556954,Search,10,10
369.90909090909093,133,1067,89255.29090909091,298.75623995004844,0.04780974240848927,0.02302173910556426,0.09398217637561551,0.0006328665523994288,0.025156839078060437,2.2,10,1040.0,33,3200,2.0,0.7,0.5,84.29017851797751,Inspection,5,10
199.94444444444446,100,434,7998.87908496732,89.43645277495816,0.06592588439463115,0.02862594150086335,0.17493104834022127,0.0022843679098503954,0.047795061563412546,3.6,15,728.9333333333333,0,1333,3.0,0.4117647058823529,0.5294117647058824,251.3435987486222,Inspection,5,10
328.38461538461536,100,700,31077.256410256407,176.28742555910335,0.048513183407503054,0.028862809805754137,0.08940027451486994,0.0005551288757014789,0.023561173054444443,2.6,10,1000.0,433,1667,2.0,0.5,0.8333333333333334,158.27826731967457,Inspection,5,10
252.125,100,467,12021.983333333334,109.64480531850715,0.05736210412587606,0.028893184168206704,0.09395826358597217,0.0005621945437137302,0.02371064199286325,3.2,8,595.75,33,1867,1.6,0.5333333333333333,0.4666666666666667,124.89586183040579,Inspection,5,10
